,,,,,,,,,,,,,,,,,,,,
,,DONE,478,,,Set Lachman and pivot shift at 1+,,,,,,,,,,,,,,
,,TODO,17,,,https://plotdigitizer.com/app,,,,,,,,,,,,,,
,,% COMPLETED,96.57%,,,,,,,,,,,,,,,,,
,id,,study,download,view,screening,subgroup,data_type,outcome,ni,xi,sdi,a,q1,m,q3,b,yi,sei,
194,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,patellar,dichotomous,pivot shift,43,3,0.57,,,,,,,,
195,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,patellar,continuous,instrumental laxity,43,1.70,2.63,-3.7,,,,7.8,,,
,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Excluded,patellar,continuous,lysholm,,,,,,,,,,,
197,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,patellar,continuous,tegner,43,5.98,1.60,2,,6.1,,9,,,
198,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,hamstring,dichotomous,lachman,46,8,1.52,,,,,,,,
199,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,hamstring,dichotomous,pivot shift,46,3,0.55,,,,,,,,
200,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,hamstring,continuous,instrumental laxity,46,1.20,2.65,-4.3,,,,7.4,,,
,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Excluded,hamstring,continuous,lysholm,,,,,,,,,,,
202,41,☑,"Jansson et al., 2003",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/jansson_2003.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/jansson_2003.pdf,Included,hamstring,continuous,tegner,46,5.82,2.26,0,,6,,10,,,
203,43,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,patellar,continuous,lysholm,74,88.00,7.50,,,,,,,,
204,43,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,patellar,continuous,instrumental laxity,74,0.60,0.21,0,,,,1,,,
,,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,patellar,dichotomous,graft rupture,74,0,0.06,,,,,,,,
206,43,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,hamstring,continuous,lysholm,73,90.00,7.60,,,,,,,,
207,43,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,hamstring,continuous,instrumental laxity,73,0.50,0.42,0,,,,2,,,
,,☑,"Kautzner et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/kautzner_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/kautzner_2015.pdf,Included,hamstring,dichotomous,graft rupture,73,2,0.30,,,,,,,,
209,44,☑,"Komzak et al., 2022",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/komzak_2022.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/komzak_2022.pdf,Included,patellar,continuous,ikdc,36,74.20,10.20,,,,,,,,
210,44,☑,"Komzak et al., 2022",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/komzak_2022.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/komzak_2022.pdf,Included,patellar,continuous,lysholm,36,93.40,9.60,,,,,,,,
211,44,☑,"Komzak et al., 2022",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/komzak_2022.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/komzak_2022.pdf,Included,quadriceps,continuous,ikdc,36,78.30,10.50,,,,,,,,
212,44,☑,"Komzak et al., 2022",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/komzak_2022.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/komzak_2022.pdf,Included,quadriceps,continuous,lysholm,36,90.10,6.70,,,,,,,,
213,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,patellar,continuous,instrumental laxity,24,1.80,0.51,1,,,,3,,,
,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Excluded,patellar,dichotomous,pivot shift,,,,,,,,,,,
215,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,patellar,dichotomous,lachman,24,8,2.60,,,,,,,,
,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Excluded,patellar,continuous,ikdc,,,,,,,,,,,
217,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,patellar,continuous,tegner,24,5.90,1.28,4,,,,9,,,
218,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,patellar,continuous,lysholm,24,92.00,8.99,63,,,,98,,,
219,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,hamstring,continuous,instrumental laxity,23,2.20,0.78,1,,,,4,,,
,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Excluded,hamstring,dichotomous,pivot shift,,,,,,,,,,,
221,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,hamstring,dichotomous,lachman,23,11,4.60,,,,,,,,
,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
223,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,hamstring,continuous,tegner,23,5.10,1.04,3,,,,7,,,
224,45,☑,"Konrads et al., 2016",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/konrads_2016.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/konrads_2016.pdf,Included,hamstring,continuous,lysholm,23,91.80,9.33,62,,,,98,,,
225,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Included,patellar,continuous,instrumental laxity,15,1.22,0.69,0.3,,,,2.7,,,
226,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Included,patellar,dichotomous,pivot shift,15,2,0.74,,,,,,,,
,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Excluded,patellar,continuous,ikdc,,,,,,,,,,,
,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Excluded,patellar,continuous,lysholm,,,,,,,,,,,
229,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Included,hamstring,continuous,instrumental laxity,13,0.96,0.42,0.2,,,,1.6,,,
230,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Included,hamstring,dichotomous,pivot shift,13,2,0.82,,,,,,,,
,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
,46,☑,"Laoruengthana et al., 2009",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laoruengthana_2009.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laoruengthana_2009.pdf,Excluded,hamstring,continuous,lysholm,,,,,,,,,,,
,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Excluded,hamstring,continuous,instrumental laxity,,,,,,,,,,,
235,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Included,hamstring,dichotomous,pivot shift,48,6,1.07,,,,,,,,
,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Excluded,tibialis,continuous,ikdc,,,,,,,,,,,
,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Excluded,tibialis,continuous,instrumental laxity,,,,,,,,,,,
238,47,☑,"Lawhorn et al., 2012",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lawhorn_2012.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lawhorn_2012.pdf,Included,tibialis,dichotomous,pivot shift,44,4,0.75,,,,,,,,
,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Excluded,patellar,continuous,ikdc,,,,,,,,,,,
240,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,patellar,continuous,tegner,40,6.00,1.85,2,,,,10,,,
241,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,patellar,continuous,lysholm,40,94.00,18.09,22,,,,100,,,
242,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,patellar,continuous,instrumental laxity,40,1.00,3.01,-5,,,,8,,,
243,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,patellar,dichotomous,graft rupture,40,1,0.24,,,,,,,,
,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
245,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,tegner,39,4.00,1.86,0,,,,8,,,
246,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,lysholm,39,89.00,11.88,49,,,,100,,,
247,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,instrumental laxity,39,2.00,3.03,-4,,,,9,,,
248,49,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,dichotomous,graft rupture,39,2,0.42,,,,,,,,
,,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
,,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,tegner,39,4.00,1.40,2,,,,8,,,
,,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,lysholm,39,95.00,14.21,39,,,,100,,,
,,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,continuous,instrumental laxity,39,1.00,3.14,-5.5,,,,8,,,
,,☑,"Laxdal et al., 2005",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/laxdal_2005.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/laxdal_2005.pdf,Included,hamstring,dichotomous,graft rupture,39,2,0.42,,,,,,,,
,50,☑,"Leitgeb et al., 2014",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/leitgeb_2014.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/leitgeb_2014.pdf,Excluded,patellar,dichotomous,lachman,,,,,,,,,,,
,50,☑,"Leitgeb et al., 2014",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/leitgeb_2014.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/leitgeb_2014.pdf,Excluded,patellar,continuous,instrumental laxity,,,,,,,,,,,
,50,☑,"Leitgeb et al., 2014",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/leitgeb_2014.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/leitgeb_2014.pdf,Excluded,hamstring,dichotomous,lachman,,,,,,,,,,,
,50,☑,"Leitgeb et al., 2014",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/leitgeb_2014.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/leitgeb_2014.pdf,Excluded,hamstring,continuous,instrumental laxity,,,,,,,,,,,
258,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,continuous,instrumental laxity,32,2.10,1.60,,,,,,,,
259,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,dichotomous,pivot shift,32,4,0.91,,,,,,,,
260,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,dichotomous,lachman,32,6,1.41,,,,,,,,
261,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,continuous,ikdc,32,87.50,3.20,,,,,,,,
262,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,continuous,tegner,32,7.30,1.30,,,,,,,,
263,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,hamstring,continuous,lysholm,32,91.30,11.50,,,,,,,,
264,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,continuous,instrumental laxity,32,3.50,1.20,,,,,,,,
265,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,dichotomous,pivot shift,32,9,2.34,,,,,,,,
266,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,dichotomous,lachman,32,13,4.02,,,,,,,,
267,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,continuous,ikdc,32,83.80,6.90,,,,,,,,
268,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,continuous,tegner,32,7.00,2.10,,,,,,,,
269,51,☑,"Li et al., 2015",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/li_2015.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/li_2015.pdf,Included,tibialis,continuous,lysholm,32,88.70,8.60,,,,,,,,
,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Excluded,patellar,continuous,ikdc,,,,,,,,,,,
271,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,patellar,continuous,tegner,30,5.00,1.72,0,,,,7,,,
272,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,patellar,continuous,lysholm,30,81.00,18.38,25,,,,100,,,
273,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,patellar,continuous,instrumental laxity,30,2.30,3.06,-3.5,,,,9,,,
274,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,patellar,dichotomous,lachman,30,22,15.40,,,,,,,,
,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Excluded,hamstring,continuous,ikdc,,,,,,,,,,,
276,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,hamstring,continuous,tegner,32,6.00,1.69,2,,,,9,,,
277,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,hamstring,continuous,lysholm,32,90.00,12.10,50,,,,100,,,
278,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,hamstring,continuous,instrumental laxity,32,2.70,3.39,-4.5,,,,9.5,,,
279,52,☑,"Lidén et al., 2007",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lidén_2007.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lidén_2007.pdf,Included,hamstring,dichotomous,lachman,32,25,20.61,,,,,,,,
280,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,hamstring,continuous,ikdc,49,78.00,18.00,,,,,,,,
281,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,hamstring,continuous,tegner,49,5.90,1.30,,,,,,,,
282,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,hamstring,continuous,instrumental laxity,49,1.90,1.70,,,,,,,,
283,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,hamstring,dichotomous,pivot shift,49,11,2.12,,,,,,,,
284,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,quadriceps,continuous,ikdc,47,82.00,14.00,,,,,,,,
285,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,quadriceps,continuous,tegner,47,6.00,1.50,,,,,,,,
286,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,quadriceps,continuous,instrumental laxity,47,1.80,1.00,,,,,,,,
287,53,☑,"Lind et al., 2020",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lind_2020.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lind_2020.pdf,Included,quadriceps,dichotomous,pivot shift,47,8,1.49,,,,,,,,
288,54,☑,"Lucidi et al., 2025",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lucidi_2025.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lucidi_2025.pdf,Included,patellar,continuous,ikdc,19,78.40,13.70,,,,,,,,
289,54,☑,"Lucidi et al., 2025",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lucidi_2025.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lucidi_2025.pdf,Included,patellar,continuous,tegner,19,3.00,1.08,1,,,,5,,,
290,54,☑,"Lucidi et al., 2025",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lucidi_2025.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lucidi_2025.pdf,Included,patellar,continuous,lysholm,19,84.80,10.30,,,,,,,,
291,54,☑,"Lucidi et al., 2025",https://raw.githubusercontent.com/d-wkim/phd/refs/heads/main/data/pdf/lucidi_2025.pdf,https://github.com/d-wkim/phd/blob/main/data/pdf/lucidi_2025.pdf,Included,patellar,continuous,instrumental laxity,19,-0.10,1.60,,,,,,,,
